default_code,name,standard_price,list_price
CAR_3131_019,Carreau 31 6x31 6 BALDOCER PAV-03 (Cx15p=1 5M²),33119,366
CAR_3131_020,Carreau 31 6x31 6 BALDOCER PAV-06 (Cx15p=1 5M²),33119,366
CAR_3131_021,Carreau 31 6x31 6 BALDOCER rust (Cx15p=1 5M²),33073,55
CAR_3131_022,Carreau 31 6x31 6 BALDOCER rust base (Cx15p=1 5M²),30834,6
CAR_3131_023,Carreau 31 6x31 6 BALDOCER basic neutro (Cx15p=1 5M²),30834,6
CAR_3131_024,Carreau 31 6x31 6 BALDOCER papiro marron (Cx15p=1 5M²),30834,6
CAR_3333_001,Carreau 33 3x33 3 Avorio - CX12p=1.33m²,20859,26467
CAR_3333_002,Carreau 33 3x33 3 Zolfo - CX12p=1.33m²,20859,26467
CAR_3333_003,Carreau 33 3x33 3 Ruggine Prima - CX12p=1.33m²,20859,33990
CAR_3333_004,Carreau 33 3x33 3 Ruggine - CX12p=1.33m²,20859,26467
CAR_3333_005,Carreau 33 5x33 5 Relax grau H4513 -Cx14p=1 57m²,12587,2
CAR_3333_006,Carreau 33 5x33 5 Pompei Beige H5342A -Cx14p=1 57m²,12587,2
CAR_3333_007,Carreau 33 5x33 5 Sumatra Beige H5510A -Cx14p=1 57m²,19267,6
CAR_3333_008,Carreau 33 5x33 5 Tivoli H5909A -Cx14p=1 57m²,12587,2
CAR_3333_009,Carreau 33 5x33 5 Luna H5931A -Cx14p=1 57m²,19267,2
CAR_3333_010,Carreau 33x33 PAME botticino 0033B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_011,Carreau 33x33 PAME carrara branco 0040B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_012,Carreau 33x33 PAME etna beige 0053B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_013,Carreau 33x33 PAME intrepid brown 0067B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_014,Carreau 33x33 PAME mate beige 0093A/B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_015,Carreau 33x33 PAME mate branco 0094B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_016,Carreau 33x33 PAME P. Lunare nocce 0117B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_017,Carreau 33x33 PAME saara branco 0160B Espagne -Cx16p=1.75m²,19222,27825
CAR_3333_018,Carreau 33 3x33 3 IRIS Chiusi 717176 -Cx11p=1.22m²,32318,49659
CAR_3333_019,Carreau 33 3x33 3 IRIS living bianco 717071  - (Cx11p=1 22m²),35315,54266
CAR_3333_020,Carreau 33 3x33 3 IRIS living pesca 717068  - (Cx11p=1 22m²),35315,54266
CAR_3333_021,Carreau 33 3x33 3 IRIS country rosso 717075  - (Cx11p=1 22m²),49390,75894
CAR_3333_022,Carreau 33 3x33 3 IRIS frammenti bianco 717105  - (Cx11p=1 22m²),35315,54266
CAR_3333_023,Carreau 33 3x33 3 IRIS frammenti beige 717106  - (Cx11p=1 22m²),35315,54266
CAR_3333_024,Carreau 33 3x33 3 IRIS tandem bianco 717109  - (Cx11p=1 22m²),42277,64963
CAR_3333_025,Carreau 33 3x33 3 IRIS tandem beige 717110  - (Cx11p=1 22m²),17225,64963
CAR_3333_026,Carreau 33 3x33 3 IRIS tandem nero 717112  - (Cx11p=1 22m²),42277,64963
CAR_3333_027,Carreau 33 3x33 3 IRIS venus bianco 717163  - (Cx11p=1.22m²),51118,78548
CAR_3333_028,Carreau 33 3x33 3 IRIS venus giallo 717167  - (Cx11p=1 22m²),51118,78548
CAR_3333_029,Carreau 33 3x33 3 IRIS venus menta 717168  - (Cx11p=1 22m²),51118,78548
CAR_3333_030,Carreau 33 3x33 3 IRIS atene 717191  - (Cx11p=1 22m²),25052,38493
CAR_3333_031,Carreau 33 3x33 3 IRIS ideacasa beige 717213  - (Cx11p=1 22m²),20478,31466
CAR_3333_032,Carreau 33 3x33 3 IRIS king anticato H87262  - (Cx11p=1 22m²),54370,83546
CAR_3333_033,Carreau 33 3x33 3 IRIS regal anticato H87263  - (Cx11p=1 22m²),54370,83546
CAR_3333_034,Carreau 33 3x33 3 IRIS Textile white 717169 (Cx11p= 1 22M²),20366,29094
CAR_3333_035,Carreau 33 3x33 3 IRIS Sydney 717192 (Cx11p= 1 22M²),35290,47054
CAR_3333_036,Carreau 33 3x33 3 ARGENTA piscis pistacho 102336 (Cx12p=1 33M²),36217,99
CAR_3333_037,Carreau 33 3x33 3 ARGENTA borneo cuero 102536 (Cx9p=1M²),27234,423
CAR_3333_038,Carreau 33 3x33 3 ARGENTA tempo antracita 103716 (Cx12p=1 33M²),36217,99
CAR_3333_039,Carreau 33 3x33 3 ARGENTA arosa cuero 104279A (Cx9p=1M²),27234,423
CAR_3333_040,Carreau 33 3x33 3 ARGENTA Piscis ocre 104385 (Cx12p=1 33M²),36217,99
CAR_3333_041,Carreau 33 3x33 3 ARGENTA dolmen siena 104446 (Cx9p=1M²),27234,423
CAR_3333_042,Carreau 33 3x33 3 ARGENTA motril azul 202211 (Cx12p=1 33M²),36217,99
CAR_3333_043,Carreaux 33x33 ARGENTA piscis cielo 202728 (Cx12p=1 33M²),32301,536
CAR_3333_044,Carreau 33 3x33 3 STN satinado perla (Cx14pcs=1 56M²),45285,192
CAR_3333_045,Carreau 33 3x33 3 STN satinado beige (Cx14pcs=1 56M²),45293,831
CAR_3333_046,Carreau 33 3x33 3 STN seo barro ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_047,Carreau 33 3x33 3 STN avon arena ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_048,Carreau 33 3x33 3 STN detroit moka ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_049,Carreau 33 3x33 3 STN alhambra cuero ep 13MM (Cx9pcs=1M²),26060,714
CAR_3333_050,Carreau 33 3x33 3 STN alhambra cotto ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_051,Carreau 33 3x33 3 STN arnedo beige ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_052,Carreau 33 3x33 3 STN viver ep 13MM (Cx9pcs=1M²),26072,774
CAR_3333_053,Carreau 33 3x33 3 STN yakarta cuero (Cx13p=1 45M²),33478,97
CAR_3333_054,Carreau 33 3x33 3 STN yakarta bone (Cx13p=1 45M²),32147,85
CAR_3333_055,Carreau 33 3x33 3 STN silex gris (Cx13p=1 45M²),32147,85
CAR_3333_056,Carreau 33 3x33 3 STN alsacia dune brillo (Cx13p=1 45M²),30293,24
CAR_3333_057,Carreau 33 3x33 3 STN tuareg arena (Cx13p=1 45M²),32147,85
CAR_3333_058,Carreau 33 3x33 3 STN jaïpur grafito (Cx13p=1 45M²),30293,24
CAR_3333_059,Carreau 33 3x33 3 STN silex dune (Cx13p=1 45M²),30331,45
CAR_3333_060,Carreau 33 3x33 3 STN Detroit Arena 13mm (Cx9pcs=1M²),25545,11
CAR_3333_061,Carreau 33 3x33 3 STN Tucson oxido 13mm (Cx9pcs=1M²),25539,3
CAR_3333_062,Carreau 33 3x33 3 STN imperial claro (Cx13p=1 45M²),32147,85
CAR_3333_063,Carreau 33 3x33 3 STN imperial azul (Cx13p=1 45M²),32147,85
CAR_3333_064,Carreau 33 3x33 3 STN imperial verde (Cx13p=1 45M²),32148,13
CAR_3333_065,Carreau 33 3x33 3 STN versilia carrara (Cx13p=1 45M²),32147,85
CAR_3333_066,Carreau 33 3x33 3 STN yuste arena ep 13MM (Cx9pcs=1M²),0,0
CAR_3333_067,Carreau 33 3x33 3 STN bloom crema (Cx13p=1 45M²,0,0
CAR_3360_001,Carreau 33 3x60 63301 -CX8p=1 59m²,30699,72
CAR_3360_002,Carreau 33 3x60 63316 -CX8p=1 59m²,30699,72
CAR_3360_003,Carreau 33 3x60 63329 -CX8p=1 59m²,30699,72
CAR_3366_001,Carreau 33 6x66 6 33635 -CX6p=1 32m²,29362,8
CAR_3434_001,Carreau 34x34 PARF mirabeau blanc France -CX12p=1.4M²,30024,4
CAR_3434_002,Carreau 34x34 PARF mirabeau beige France -CX12p=1.4M²,29623,34160
CAR_3434_003,Carreau 34x34 PARF rimini France -CX12p=1.4M²,32548,34160
CAR_3434_004,Carreau 34x34 PARF rimini ocre France -CX12p=1.4M²,33158,34160
CAR_3434_005,Carreau 34x34 PARF inox beige France -CX12p=1.4M²,29623,34160
CAR_3434_006,Carreau 34x34 SERRA marte I5929A (Cx14p=1 62M²),19267,2
CAR_3434_007,Carreau 34x34 ardesia grau I5567A -Cx14p=1 62m²,19267,2
CAR_3434_008,Carreau 34x34 SERRA sumatra blau I5504A (Cx14p=1 62M²),19267,2
CAR_3434_009,Carreau 34x34 SERRA terranova rock I5013A (Cx14p=1 62M²),19267,2
CAR_3434_010,Carreau 34x34 relax beige 4511A -Cx14p=1 62m²,19267,2
CAR_3434_011,Carreau 34x34 SERRA ghibli bleu grigio I5952A (Cx14p=1 62M²),0,35964
CAR_3434_012,Carreau 34x34 SERRA venus I5945A (Cx14p=1 62M²),0,35964
CAR_3434_013,Carreau 34x34 SERRA alberto beige I5946T (Cx14p=1 62M²),0,35964
CAR_3434_014,Carreau 34x34 SERRA niagara grau weiss I6011A (Cx14p=1 62M²),0,35964
CAR_3434_015,Carreau 34x34 SERRA antares beige H5413B (Cx14p=1 62M²),0,35964
CAR_3456_001,Carreau 34x56 le rable nacre LR0156 (Cx6p=1 142M²/CTN),30233,617
CAR_3456_002,Carreau 34x56 le rable glace LR0456 (Cx6p=1 142M²/CTN),30254,424
CAR_3456_003,Carreau 34x56 petre doriente petra PD0356 (Cx6p=1 142M²/CTN),30249,246
CAR_3456_004,Carreau 34x56 sabi rugiada SB0156 (Cx6p=1 142M²/CTN),30263,594
CAR_3535_001,Carreau 35x35 le rable glace LR0435 (Cx11=1 348M²/CTN),35663,433
CAR_3535_002,Carreau 35x35 myskin noir MS0635 (Cx11=1 348M²/CTN),35633,351
CAR_3535_003,Carreau 35x35 bliss coffee BL0835 (Cx11=1 348M²/CTN),35641,153
CAR_3939_001,Carreau 39.6x39.6 I3281 (Cx6p=0.94m²),11667,14416
CAR_3939_002,Carreau 39.6x39.6 I3025 (Cx6p=1m²),11667,14416
CAR_3939_003,Carreau 39.6x39.6 I2281 (Cx6p=0.94m²),1666,77
CAR_4040_001,Carreau 40x40 grès cerame poli PCT4020 -Cx10p=1.6m²,0,44000
CAR_4040_002,Carreau 40x40 grès cerame poli gris bleu RP3719 -Cx10p=1.6m²,31942,4
CAR_4040_003,Carreau 40x40 grès cerame poli blanc gris PCT4051 -Cx10p=1.6m²,26229,34240
CAR_4040_004,Carreau 40x40 grès anti-dérapant blanc cassé RP2112 -Cx10p=1.6m²,38126,619
CAR_4040_005,Carreau 40x40 grès cerame poli noir RP4813 -Cx10p=1.6m²,24142,4
CAR_4040_006,Carreau 40x40 grès cerame poli PCT4083A -Cx10p=1.6m²,0,48000
CAR_4040_007,Carreau 40x40 grès cerame poli gris vert RP2232 -Cx7p=1.12m²,18443,27665
CAR_4040_008,Carreau 40x40 grès cerame poli blanc cassé RP2111 -Cx10p=1.6m²,35631,219
CAR_4040_009,Carreau 40x40 grès cerame poli noir RP4802 -Cx10p=1.6m²,38014,57022
CAR_4040_010,Carreau 40x40 grès cerame poli gris clair RP2236 -Cx10p=1.6m²,26347,2
CAR_4040_011,Carreau 40x40 grès cerame poli marron RP3588 -Cx10p=1.6m²,24142,4
CAR_4040_012,Carreau 40x40 grès cerame poli P4133 -Cx11p=1 76m²,25441,37664
CAR_4040_013,Carreau 40x40 grès cerame poli beige P4053 -Cx10p=1.6m²,23680,34240
CAR_4040_014,Carreau 40x40 grès cerame poli beige P4052 -Cx11p=1 76m²,25441,37664
CAR_4040_015,Carreau 40x40 grès cerame poli P4028 -Cx10p=1.6m²,23680,34240
CAR_4040_016,Carreau 40x40 grès cerame poli P1101 -Cx10p=1.6m²,26458,34240
CAR_4040_017,Carreau 40x40 grès cerame poli P01 A,26458,34240
CAR_4040_018,Carreau 40x40 grès cerame poli P0101 -CX10p=1.6m²,24621,34240
CAR_4040_019,Carreau 40x40 grès cerame poli SP403-Cx11p=1.76m²,27083,41690
CAR_4040_020,Carreau 40x40 grès cerame poli SP423-Cx11p=1.76m²,29103,37664
CAR_4040_021,Carreau 40x40 grès cerame poli SP448 -Cx11p=1.76m²,29103,37664
CAR_4040_022,Carreau 40x40 YF 3030116  - (Cx12p=1.92m²),11955,23020
CAR_4040_023,Carreau 40x40 YF 3030131  - (Cx12p=1.92m²),11464,23020
CAR_4040_024,Carreau 40x40 YF 303026 - (Cx12p=1 92m²),11882,23020
CAR_4040_025,Carreau 40x40 YF 303027 - (Cx12p=1 92m²),12168,23020
CAR_4040_026,Carreau 40x40 IRIS trend bronze 718029  - (Cx8p=1.28m²),71918,110510
CAR_4040_027,Carreau 40x40 IRIS cornaro 718057  - (Cx8p=1.28m²),78529,120668
CAR_4040_028,Carreau 40x40 IRIS rotonda 718059  - (Cx8p=1.28m²),78529,120668
CAR_4040_029,Carreau 40x40 grès cerame rose (Cx12p=1 92M²),18594,25440
CAR_4040_030,Carreau 40x40 grès cerame beige (Cx12p=1 92M²),18499,25440
CAR_4040_031,Carreau 40x40 grès anti-dérapant RH2112 -Cx10p=1.6m²,29361,61
CAR_4040_032,Carreau 40x40 grès cerame blanc (Cx12p=1 92M²),15267,411
CAR_4040_033,Carreau 40x40 grès cerame gris (Cx12p=1 92M²),15275,45
CAR_4040_034,Carreau 40x40 5M07 (Cx12p=1 92M²),16906,42
CAR_4040_035,Carreau 40x40 41041 (Cx12p=1 92M²),17187,77
CAR_4040_036,Carreau 40x40 021 (Cx12p=1 92M²),17641,95
CAR_4040_037,Carreau 40x40 F4007 (Cx12p=1 92M²),16906,42
CAR_4444_001,Carreau 44 7x44 7 BALDOCER accent crema (Cx7p=1 4M²),29700,81
CAR_4444_002,Carreau 44 7x44 7 BALDOCER accent perla (Cx7p=1 4M²),29675,44
CAR_4444_003,Carreau 44 7x44 7 BALDOCER aitana paja (Cx7p=1 4M²),30193,604
CAR_4444_004,Carreau 44 7x44 7 BALDOCER alabama (Cx7p=1 4M²),29726,17
CAR_4444_005,Carreau 44 7x44 7 BALDOCER aroa mar (Cx7p=1 4M²),30193,604
CAR_4444_006,Carreau 44 7x44 7 BALDOCER dakota sand (Cx7p=1 4M²),29726,17
CAR_4444_007,Carreau 44 7x44 7 BALDOCER polar blanco (Cx7p=1 4M²),29688,13
CAR_4444_008,Carreau 44 7x44 7 BALDOCER terra beige (Cx7p=1 4M²),29726,17
CAR_4444_009,Carreau 44 7x44 7 BALDOCER dream honey (Cx7p=1 4M²),31917,104
CAR_4444_010,Carreau 44 7x44 7 BALDOCER etna sand (Cx7p=1 4M²),31917,104
CAR_4444_011,Carreau 44 7x44 7 BALDOCER habitat crema (Cx7p=1 4M²),34201,62
CAR_4444_012,Carreau 44 7x44 7 BALDOCER pisa (Cx7p=1 4M²),31917,104
CAR_4444_013,Carreau 44 7x44 7 BALDOCER rapolano marfil (Cx7p=1 4M²),34201,62
CAR_4444_014,Carreau 44 7x44 7 BALDOCER style almond (Cx7p=1 4M²),31917,104
CAR_4444_015,Carreau 44 7x44 7 BALDOCER tebas arena (Cx7p=1 4M²),31917,104
CAR_4444_016,Carreau 44 7x44 7 BALDOCER tebas sombra (Cx7p=1 4M²),31917,104
CAR_4511_001,Carreau 45x11 LV 14507 -Cx28p=1.42m²,26446,35358
CAR_4511_002,Carreau 45x11 LV 14533 -Cx28p=1.42m²,26446,35358
CAR_4511_003,Carreau 45x11 LV 14534 -Cx28p=1.42m²,19093,35358
CAR_4511_004,Carreau 45x11 LV 1503 -Cx28p=1.42m²,27520,35358
CAR_4511_005,Carreau 45x11 LV 1505 -Cx28p=1.42m²,19093,35358
CAR_4511_006,Carreau 45x11 LV 15122 -Cx28p=1.42m²,19093,35358
CAR_4511_007,Carreau 45x11 LV 1504 -Cx28p=1.42m²,19093,35358
CAR_4511_008,Carreau 45x11 LV 154 -Cx28p=1.42m²,28207,35358
CAR_4511_009,Carreau 45x11 LV 425 -Cx28p=1.42m²,27520,35358
CAR_4545_001,Carreau 45x45 PAME apolo 0017B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_002,Carreau 45x45 PAME aspen 0020B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_003,Carreau 45x45 PAME graniti grigio 0061B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_004,Carreau 45x45 PAME graniti bianco 0062B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_005,Carreau 45x45 PAME marmo bruno 0092B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_006,Carreau 45x45 PAME p. lunare nocce 0118A Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_007,Carreau 45x45 PAME carrara cinza 0641B Espagne -Cx7p=1.44m²,15817,28656
CAR_4545_008,Carreau 45x45 urbana wenge UR0445 (Cx6p=1 21M²/CTN),32194,233
CAR_4545_009,Carreau 45 7x45 7 IRIS Ideacasa bianco 745463 - (Cx6p=1 46M²),41401,89
CAR_4545_010,Carreau 45 7x45 7 IRIS Ideacasa grigio 745465 - (Cx6p=1 46M²),41409,15
CAR_4545_011,Carreau 45x45 ARGENTA Bayona Beige 104891 (Cx7p=1 42M²),38675,9
CAR_4545_012,Carreau 45x45 ARGENTA Montana marfil 104894 (Cx7p=1 42M²),42899,544
CAR_4545_013,Carreau 45x45 ARGENTA Tirol gris 200395T (Cx7p=1 42M²),38675,9
CAR_4545_014,Carreau 45x45 ARGENTA Aleppo perla 202623 (Cx7p=1 42M²),38675,9
CAR_4545_015,Carreau 45x45 ARGENTA kendo cerezo 202632 (Cx7p=1 42M²),38675,9
CAR_4545_016,Carreaux 45x45 ARGENTA aleppo crema 202621 (Cx7p=1 42M²),34492,774
CAR_4545_017,Carreau 45x45 STN giza nut (Cx7pcs = 1 42M²),46378,149
CAR_4545_018,Carreau 45x45 STN giza blanco (Cx7pcs = 1 42M²),42662,146
CAR_4545_019,Carreau 45x45 STN loft arena (Cx7pcs = 1 42M²),42662,146
CAR_4545_020,Carreau 45x45 STN versilia carrara (Cx7p=1 42M²),29204,49
CAR_4545_021,Carreau 45x45 STN broadway arena (Cx7p=1 42M²),27478,43
CAR_4545_022,Carreau 45x45 STN patras chocolate (Cx7pcs=1 42M²),31383,98
CAR_4545_023,Carreau 45x45 STN kronos pulpis (Cx7pcs=1 42M²),31383,98
CAR_4545_024,Carreau 45x45 STN breno caldera (Cx7pcs=1 42M²),29244,73
CAR_4545_025,Carreau 45x45 STN lerida rosso brillo (Cx7pcs=1 42M²),31383,98
CAR_4545_026,Carreau 45x45 STN silex gris (Cx7pcs=1 42M²),29244,73
CAR_4545_027,Carreau 45x45 STN silex dune (Cx7pcs=1 42M²),29197,78
CAR_4545_028,Carreau 45x45 STN atica marfil (Cx7pcs=1 42M²),0,0
CAR_5050_001,Carreau 50x50 grès cerame poli RV AT500 - (Cx7p=1.75m²),26838,42000
CAR_5050_002,Carreau 50x50 grès cerame poli RV AT5019 - (Cx7p=1.75m²),26707,42000
CAR_5050_003,Carreau 50x50 grès cerame poli P5001 - (Cx7p=1.75m²),0,36312
CAR_5050_004,Carreau 50x50 55516 - (Cx7p=1.75m²),26723,136
CAR_6060_001,Carreau 60x60 LV SL004 -Cx4p=1.44m²,18140,27360
CAR_6060_002,Carreau 60x60 LV blanc AM6002 -Cx4p=1.44m²,31375,36720
CAR_6060_003,Carreau 60x60 LV G63911 -Cx4p=1.44m²,25117,31536
CAR_6060_004,Carreau 60x60 LV G63919 -Cx4p=1.44m²,25117,31536
CAR_6060_005,Carreau 60x60 LV blanc JH6802 -Cx4p=1.44m²,34734,42336
CAR_6060_006,Carreau 60x60 LV gris JH6886 -Cx4p=1.44m²,34739,42336
CAR_6060_007,Carreau 60x60 LV blanc JS6015 -Cx4p=1.44m²,18179,27360
CAR_6060_008,Carreau 60x60 LV FP002 -Cx4p=1.44m²,18140,27360
CAR_6060_009,Carreau 60x60 LV FP003 -Cx4p=1.44m²,18140,27360
CAR_6060_010,Carreau 60x60 LV FP004 -Cx4p=1.44m²,18140,27360
CAR_6060_011,Carreau 60x60 LV FP005 -Cx4p=1.44m²,18140,27360
CAR_6060_012,Carreau 60x60 LV SL001 -Cx4p=1.44m²,29900,36720
CAR_6060_013,Carreau 60x60 LV SL004 -Cx4p=1.44m²,27674,36720
CAR_6060_014,Carreau 60x60 LV FP064 -Cx4p=1.44m²,29303,36720
CAR_6060_015,Carreau 60x60 LV FP065 -Cx4p=1.44m²,32092,36720
CAR_6060_016,Carreau 60x60 LV FP6537 -Cx4p=1.44m²,18140,27360
CAR_6060_017,Carreau 60x60 gitana grigio GI0766 (Cx4p=1 44M²/CTN),38109,55
CAR_6060_018,Carreau 60x60 sands sahara SN0468 (Cx4p=1 44M²/CTN),38139,396
CAR_6060_019,Carreaux 60x60 tinte unite nero T1066 (Cx4p=1 44M²/CTN),38110,123
CAR_6060_020,Carreau 60x60 ouadj bianco EV16FG (Cx4p=1 44M²/CTN),38155,352
CAR_6060_021,Carreau 60x60 JT F6001 (Cx4p=1 44M²/CTN),18388,92
CAR_6060_022,Carreau 60x60 JT F6005 (Cx4p=1 44M²/CTN),18391,47
CAR_6060_023,Carreau 60x60 JT F6011 (Cx4p=1 44M²/CTN),19668,68
CAR_6060_024,Carreau 60x60 JT F6022 (Cx4p=1 44M²/CTN),18586,8
CAR_6060_025,Carreau 60x60 JT F6028 (Cx4p=1 44M²/CTN),19180,61
CAR_6060_026,Carreau 60x60 6602 -Cx4p=1 44m²,27497,751
CAR_6060_027,Carreau 60x60 6511 -Cx4p=1 44m²,27497,751
CAR_6060_028,Carreau 60x60 6031 -Cx4p=1 44m²,23834,436
CAR_6060_029,Carreau 60x60 6036 -Cx4p=1 44m²,23906,229
CAR_6060_030,Carreau 60x60 6107 -Cx4p=1 44m²,34515,778
CAR_6060_031,Carreau 60x60 JT F6002 (Cx4p=1 44M²/CTN),18391,47
CAR_6060_032,Carreau 60x60 JT F6026 (Cx4p=1 44M²/CTN),19180,61
CAR_6060_033,Carreau 60x60 JT F6042 (Cx4p=1 44M²/CTN),21070,72
CAR_6060_034,Carreau 60x60 JT F6048 (Cx4p=1 44M²/CTN),18400,65
CAR_9999_999,Carreau cassés - au kilo,0,333
CAR_CMCO_0008,Xxxxxxxxxxxxxxxxxx,0,0
CAR_CMCO_001,Ciment colle blanc MAREA polyfix bianco Italie - sac de 25 kg,13015,15900
CAR_CMCO_002,Ciment colle gris MAREA prima grigio Italie - sac de 25 kg,12017,6
CAR_CMCO_003,Ciment colle blanc piscine MAREA Italie - sac de 25 kg,24463,46600
CAR_CMCO_004,Ciment Colle Gris Master sac 25kg,9500,12083
CAR_CMCO_005,Ciment Colle Blanc Master sac de 20 kg,9500,12083
CAR_CMCO_006,Ciment colle blanc piscine (resine) MAREA Italie - sac de 25 kg,53337,58671
CAR_CMCO_007,Ciment colle blanc MAREA- sac de 10KG,0,8314
CAR_CMCO_008,Ciment colle gris ADESILAT technique comp A sac de 25 kgs,0,0
CAR_CMCO_009,Ciment colle ADESILAT  technique comp B / bidon 25kg (6 3Kgs / 25kgs ,0,0
CAR_CMJO_001,Ciment joint MAREA blanc Italie - sac de 5 kg,6079,95
CAR_CMJO_002,Ciment joint MAREA bleu Italie - sac de 5 kg,13254,15000
CAR_CMJO_003,Ciment joint MAREA gris Italie - sac de 5 kg,6717,42
CAR_CMJO_004,Ciment joint MAREA rose Italie - sac de 5 kg,9450,15000
CAR_CMJO_005,Ciment joint MAREA vert Italie - sac de 5 kg,12600,15000
CAR_CMJO_006,Ciment joint EPOXY special acide - sac de 10kg,205977,226575
CAR_DE22_001,Decor 20x20 IRIS fram. bianco tozz cucina 563044,26739,41088
CAR_DE22_002,Decor 20x20 IRIS fram. beige tozz cucina 563045,26739,41088
CAR_DE22_003,Decor 20x20 BALDOCER portland beige malla,19166,92
CAR_DE22_004,Decor 20x20 BALDOCER sidney malla neutro,17102,6
CAR_DE23_001,Décor 20x30 YF PT060 - unité,2441,3546
CAR_DE23_002,Décor 20x30 YF PT068 - unité,2441,3546
CAR_DE23_003,Décor 20x30 YF PT092 - unité,2441,3546
CAR_DE23_004,Décor 20x30 YF PT099 - unité,2441,3546
CAR_DE23_005,Décor 20x30 YF PT1010 - unité,2441,3546
CAR_DE23_006,Décor 20x30 YF PT1008 - unité,2441,3546
CAR_DE23_007,Decor 25x33 3 IRIS tandem geometrico nero 766308,26928,34688
CAR_DE23_008,Decor 25x33 3 IRIS tandem geometrico rosso 766309,22574,34688
CAR_DE23_009,Decor 20x33 3 IRIS Casa nero inciso 753158,15893,20000
CAR_DE23_010,Decor 20x30 BALDOCER BC22A01,11609,62
CAR_DE23_011,Decor 20x30 BALDOCER pompeya arena,21422,77
CAR_DE24_001,Decor 25x40 ARGENTA tampa gris 103104,24512,93
CAR_DE24_002,Decor 25x40 ARGENTA eiffel pistacho 103598,24512,93
CAR_DE24_003,Decor 25x40 ARGENTA eiffel ocre 103605,24512,93
CAR_DE24_004,Decor 25x40 STN siam bone,30685,78
CAR_DE24_005,Decor 25x40 STN romance perla,25185,79
CAR_DE24_006,Decor 25x40 STN metalic siena,26533,48
CAR_DE24_007,Decor 25x40 STN serengeti,30464,5
CAR_DE24_008,Decor 25x40 STN pisa versilia carrara,21194,23
CAR_DE24_009,Decor 25x40 STN silex indo gris,25746,49
CAR_DE24_010,Decor 25x40 STN silex indo dune,25746,49
CAR_DE24_011,Decor 25x40 STN imperial florencia azul,21215,36
CAR_DE24_012,Decor 25x40 STN imperial florencia verde,21215,36
CAR_DE24_013,Xxxxxxxx,0,0
CAR_DE25_001,Decor 20x50 BALDOCER 25025,11633,97
CAR_DE25_002,Decor 20x50 BALDOCER ice fork,36172,12
CAR_DE25_003,Decor 20x50 BALDOCER ice spoon,36269,52
CAR_DE25_004,Decor 20x50 BALDOCER glint,37886,667
CAR_DE25_005,Decor 20x50 BALDOCER vega,41989,394
CAR_DE25_006,Decor 20x50 BALDOCER 25040,9224,74
CAR_DE25_007,Decor 25x50 STN sayuri crema,37623,3
CAR_DE25_008,Decor 20x50 BALDOCER elipse nacar,42324,469
CAR_DE25_009,Decor 20x50 BALDOCER BC25E04,22777,185
CAR_DE25_010,Decor 20x50 BALDOCER elipse passion,42324,469
CAR_DE25_011,Decor 20x50 BALDOCER elipse dark,42324,469
CAR_DE25_012,Decor 20x50 BALDOCER BC25E01,22781,483
CAR_DE25_013,Decor 20x50 BALDOCER elipse marine,42324,469
CAR_DE25_014,Decor 20x50 BALDOCER BC25E03,22781,483
CAR_DE25_015,Decor 20x50 BALDOCER BC25H07,21633,482
CAR_DE25_016,Decor 20x50 BALDOCER 25045,12466,687
CAR_DE25_017,Decor 20x50 BALDOCER 25021,21731,863
CAR_DE25_018,Decor 25x50 STN murano gold,41366,43
CAR_DE25_020,Decor 20x50 BALDOCER portland 25050,9074,29
CAR_DE25_021,Decor 20x50 BALDOCER portland 25045,11633,97
CAR_DE25_022,Decor 20x50 BALDOCER portland BC25J15,23267,94
CAR_DE25_023,Decor 20x50 BALDOCER portland 25046,11633,97
CAR_DE25_024,Decor 20x50 BALDOCER sydney 25060,9074,29
CAR_DE25_025,Decor 20x50 BALDOCER sydney 25015,20185,27
CAR_DE25_026,Decor 20x50 BALDOCER sydney 25062,9074,29
CAR_DE25_027,Decor 20x50 BALDOCER sydney 25016,20185,27
CAR_DE25_028,Decor 25x50 STN sayuri claro ,0,0
CAR_DE25_029,Decor 25x50 STN moravia crema ,0,0
CAR_DE25_030,Decor 25x50 STN meteora,0,0
CAR_DE26_001,Decor 25x66 6 IRIS composition foglie king 766302,219997,338047
CAR_DE34_001,Decor 30x45 YF D3366,3693,5833
