"id","journal_id.id","partner_id/id","period_id.id","date","name","state"
"FAA21854",105,"C95003",4,2011/04/28,"FAA21854","posted"
"FAA21792",105,"C22657",4,2011/04/27,"FAA21792","posted"
"FAA21793",105,"C22657",4,2011/04/27,"FAA21793","posted"
"FAA21911",105,"C82033",4,2011/04/28,"FAA21911","posted"
"FAA21912",105,"C82033",4,2011/04/28,"FAA21912","posted"
"FAT11556",105,"C53298",4,2011/04/29,"FAT11556","posted"
"FAT11431",105,"C53299",4,2011/04/26,"FAT11431","posted"
"FAA21755",105,"C22907",4,2011/04/26,"FAA21755","posted"
"FAA21756",105,"C22901",4,2011/04/26,"FAA21756","posted"
"FAT11432",105,"C53033",4,2011/04/26,"FAT11432","posted"
"FAT11433",105,"C53058",4,2011/04/26,"FAT11433","posted"
"FAT11434",105,"C53033",4,2011/04/26,"FAT11434","posted"
"FAA21757",105,"C22901",4,2011/04/26,"FAA21757","posted"
"FAA23342",105,"C99001",5,2011/05/16,"FAA23342","posted"
"FAT11436",105,"C53907",4,2011/04/26,"FAT11436","posted"
"FAA22964",105,"C99001",5,2011/05/11,"FAA22964","posted"
"FAT11689",105,"C53024",5,2011/05/05,"FAT11689","posted"
"FAT11437",105,"C53907",4,2011/04/26,"FAT11437","posted"
"FAT11439",105,"C53901",4,2011/04/26,"FAT11439","posted"
"FAT11440",105,"C53252",4,2011/04/26,"FAT11440","posted"
"FAT11441",105,"C53310",4,2011/04/27,"FAT11441","posted"
"FAT11442",105,"C53310",4,2011/04/27,"FAT11442","posted"
"FAT11443",105,"C53901",4,2011/04/27,"FAT11443","posted"
"FAT11444",105,"C53020",4,2011/04/27,"FAT11444","posted"
"FRT00446",105,"C53058",4,2011/04/27,"FRT00446","posted"
"FRT00447",105,"C53901",4,2011/04/27,"FRT00447","posted"
"FRT00448",105,"C53901",4,2011/04/27,"FRT00448","posted"
"FAA21762",105,"C22970",4,2011/04/27,"FAA21762","posted"
"FAT11445",105,"C53901",4,2011/04/27,"FAT11445","posted"
"FAA21763",105,"C53097",4,2011/04/27,"FAA21763","posted"
"FAT11438",105,"C53300",4,2011/04/26,"FAT11438","posted"
"FAA23339",105,"C99001",5,2011/05/16,"FAA23339","posted"
"FAA21913",105,"C82033",4,2011/04/28,"FAA21913","posted"
"FAA21910",105,"C82033",4,2011/04/28,"FAA21910","posted"
"FAT11455",105,"C53299",4,2011/04/27,"FAT11455","posted"
"FAT11469",105,"C53907",4,2011/04/28,"FAT11469","posted"
"FAT11456",105,"C53901",4,2011/04/27,"FAT11456","posted"
"FAA22032",105,"C82018",4,2011/04/29,"FAA22032","posted"
"FAA21797",105,"C22907",4,2011/04/27,"FAA21797","posted"
"FAA21794",105,"C22901",4,2011/04/27,"FAA21794","posted"
"FAA21796",105,"C22772",4,2011/04/27,"FAA21796","posted"
"FAA21795",105,"C22211",4,2011/04/27,"FAA21795","posted"
"FAA21798",105,"C22970",4,2011/04/27,"FAA21798","posted"
"FAA21801",105,"C22908",4,2011/04/27,"FAA21801","posted"
"FRT00449",105,"C53300",4,2011/04/27,"FRT00449","posted"
"FAT11446",105,"C53300",4,2011/04/27,"FAT11446","posted"
"FAA21765",105,"C75007",4,2011/04/27,"FAA21765","posted"
"FAA21767",105,"C22710",4,2011/04/27,"FAA21767","posted"
"FAA21764",105,"C24017",4,2011/04/27,"FAA21764","posted"
"FAT11447",105,"C53226",4,2011/04/27,"FAT11447","posted"
"FAA21766",105,"C75007",4,2011/04/27,"FAA21766","posted"
"FAT11448",105,"C53097",4,2011/04/27,"FAT11448","posted"
"FAT11449",105,"C53092",4,2011/04/27,"FAT11449","posted"
"FAA21770",105,"C82015",4,2011/04/27,"FAA21770","posted"
"FAA21768",105,"C22121",4,2011/04/27,"FAA21768","posted"
"FAA21838",105,"C22639",4,2011/04/27,"FAA21838","posted"
"FAA21771",105,"C82015",4,2011/04/27,"FAA21771","posted"
"FAA21799",105,"C24082",4,2011/04/27,"FAA21799","posted"
"FAA21769",105,"C82015",4,2011/04/27,"FAA21769","posted"
"FAA21772",105,"C22986",4,2011/04/27,"FAA21772","posted"
"FAA21773",105,"C22908",4,2011/04/27,"FAA21773","posted"
"FAA21774",105,"C22697",4,2011/04/27,"FAA21774","posted"
"FAA21779",105,"C22008",4,2011/04/27,"FAA21779","posted"
"FAA21775",105,"C22919",4,2011/04/27,"FAA21775","posted"
"FAA21778",105,"C22970",4,2011/04/27,"FAA21778","posted"
"FAA22467",105,"C22908",5,2011/05/05,"FAA22467","posted"
"FAA21780",105,"C53281",4,2011/04/27,"FAA21780","posted"
"FAA21841",105,"C22908",4,2011/04/27,"FAA21841","posted"
"FRA01711",105,"C22901",4,2011/04/27,"FRA01711","posted"
"FAA21843",105,"C22901",4,2011/04/27,"FAA21843","posted"
"FAT11459",105,"C53901",4,2011/04/27,"FAT11459","posted"
"FAT11460",105,"C53150",4,2011/04/27,"FAT11460","posted"
"FAT11461",105,"C53901",4,2011/04/27,"FAT11461","posted"
"FRA01712",105,"C22903",4,2011/04/27,"FRA01712","posted"
"FAT11463",105,"C53901",4,2011/04/27,"FAT11463","posted"
"FAA22186",105,"C22080",5,2011/05/02,"FAA22186","posted"
"FAA21860",105,"C22907",4,2011/04/28,"FAA21860","posted"
"FAA21844",105,"C22970",4,2011/04/28,"FAA21844","posted"
"FAA21845",105,"C22907",4,2011/04/28,"FAA21845","posted"
"FAA21857",105,"C22151",4,2011/04/28,"FAA21857","posted"
"FAT11471",105,"C53238",4,2011/04/28,"FAT11471","posted"
"FAA21847",105,"C22341",4,2011/04/28,"FAA21847","posted"
"FAT11464",105,"C53196",4,2011/04/28,"FAT11464","posted"
"FAA21848",105,"C22071",4,2011/04/28,"FAA21848","posted"
"FAA21849",105,"C22903",4,2011/04/28,"FAA21849","posted"
"FAT11465",105,"C53024",4,2011/04/28,"FAT11465","posted"
"FAT11477",105,"C53003",4,2011/04/28,"FAT11477","posted"
"FAA21851",105,"C22363",4,2011/04/28,"FAA21851","posted"
"FAT11466",105,"C53249",4,2011/04/28,"FAT11466","posted"
"FAT11467",105,"C53901",4,2011/04/28,"FAT11467","posted"
"FAA21852",105,"C22903",4,2011/04/28,"FAA21852","posted"
"FAT11468",105,"C53907",4,2011/04/28,"FAT11468","posted"
"FAA21855",105,"C22901",4,2011/04/28,"FAA21855","posted"
"FAA21853",105,"C22903",4,2011/04/28,"FAA21853","posted"
"FAA21856",105,"C22008",4,2011/04/28,"FAA21856","posted"
"FAT11470",105,"C53150",4,2011/04/28,"FAT11470","posted"
"FAA21858",105,"C22001",4,2011/04/28,"FAA21858","posted"
"FAA21859",105,"C22908",4,2011/04/28,"FAA21859","posted"
"FAT11472",105,"C53901",4,2011/04/28,"FAT11472","posted"
"FAA21861",105,"C22907",4,2011/04/28,"FAA21861","posted"
"FAA21863",105,"C22526",4,2011/04/28,"FAA21863","posted"
"FAA21862",105,"C22526",4,2011/04/28,"FAA21862","posted"
"FAA21866",105,"C22970",4,2011/04/28,"FAA21866","posted"
"FAA21865",105,"C24017",4,2011/04/28,"FAA21865","posted"
"FAT11473",105,"C53901",4,2011/04/28,"FAT11473","posted"
"FAA21868",105,"C22912",4,2011/04/28,"FAA21868","posted"
"FAT11474",105,"C53009",4,2011/04/28,"FAT11474","posted"
"FAT11475",105,"C53022",4,2011/04/28,"FAT11475","posted"
"FAA21869",105,"C22912",4,2011/04/28,"FAA21869","posted"
"FAT11622",105,"C53901",5,2011/05/03,"FAT11622","posted"
"FAA21867",105,"C22856",4,2011/04/28,"FAA21867","posted"
"FAA21800",105,"C22901",4,2011/04/27,"FAA21800","posted"
"FAT11457",105,"C53907",4,2011/04/27,"FAT11457","posted"
"FAA21805",105,"C22653",4,2011/04/27,"FAA21805","posted"
"FAA21806",105,"C22653",4,2011/04/27,"FAA21806","posted"
"FAA21803",105,"C22952",4,2011/04/27,"FAA21803","posted"
"FAA21802",105,"C22903",4,2011/04/27,"FAA21802","posted"
"FAA21804",105,"C22970",4,2011/04/27,"FAA21804","posted"
"FAA21813",105,"C22907",4,2011/04/27,"FAA21813","posted"
"FAA21809",105,"C22908",4,2011/04/27,"FAA21809","posted"
"FAA21818",105,"C22907",4,2011/04/27,"FAA21818","posted"
"FAA21807",105,"C22901",4,2011/04/27,"FAA21807","posted"
"FRA01709",105,"C22908",4,2011/04/27,"FRA01709","posted"
"FAA21823",105,"C22907",4,2011/04/27,"FAA21823","posted"
"FAA21808",105,"C22970",4,2011/04/27,"FAA21808","posted"
"FAA21810",105,"C22912",4,2011/04/27,"FAA21810","posted"
"FAA21811",105,"C22912",4,2011/04/27,"FAA21811","posted"
"FAA21821",105,"C22901",4,2011/04/27,"FAA21821","posted"
"FAA21812",105,"C22912",4,2011/04/27,"FAA21812","posted"
"FAA21814",105,"C22903",4,2011/04/27,"FAA21814","posted"
"FAA21816",105,"C22102",4,2011/04/27,"FAA21816","posted"
"FAA21815",105,"C22001",4,2011/04/27,"FAA21815","posted"
"FAA21870",105,"C22970",4,2011/04/28,"FAA21870","posted"
"FAT11476",105,"C53901",4,2011/04/28,"FAT11476","posted"
"FRA01713",105,"C22907",4,2011/04/28,"FRA01713","posted"
"FRA01714",105,"C44008",4,2011/04/28,"FRA01714","posted"
"FAA21871",105,"C22970",4,2011/04/28,"FAA21871","posted"
"FAA21873",105,"C22656",4,2011/04/28,"FAA21873","posted"
"FAA21872",105,"C22795",4,2011/04/28,"FAA21872","posted"
"FAA21875",105,"C22970",4,2011/04/28,"FAA21875","posted"
"FAT11480",105,"C53137",4,2011/04/28,"FAT11480","posted"
"FAT11479",105,"C53901",4,2011/04/28,"FAT11479","posted"
"FAA21874",105,"C24036",4,2011/04/28,"FAA21874","posted"
"FRA01715",105,"C22908",4,2011/04/28,"FRA01715","posted"
"FAT11987",105,"C53901",5,2011/05/18,"FAT11987","posted"
"FAA21878",105,"C22901",4,2011/04/28,"FAA21878","posted"
"FAA21876",105,"C22907",4,2011/04/28,"FAA21876","posted"
"FAT11481",105,"C53901",4,2011/04/28,"FAT11481","posted"
"FAT11483",105,"C53901",4,2011/04/28,"FAT11483","posted"
"FAA21885",105,"C22583",4,2011/04/28,"FAA21885","posted"
"FAA21877",105,"C22912",4,2011/04/28,"FAA21877","posted"
"FAA22031",105,"C44008",4,2011/04/29,"FAA22031","posted"
"FAT11484",105,"C53097",4,2011/04/28,"FAT11484","posted"
"FAA21928",105,"C22997",4,2011/04/28,"FAA21928","posted"
"FAA21879",105,"C22071",4,2011/04/28,"FAA21879","posted"
"FAA21914",105,"C22901",4,2011/04/28,"FAA21914","posted"
"FAA21894",105,"C22901",4,2011/04/28,"FAA21894","posted"
"FAA22130",105,"C95003",5,2011/05/02,"FAA22130","posted"
"FAA21833",105,"C22912",4,2011/04/27,"FAA21833","posted"
"FAA21822",105,"C22903",4,2011/04/27,"FAA21822","posted"
"FAA21817",105,"C22908",4,2011/04/27,"FAA21817","posted"
"FAA21819",105,"C22912",4,2011/04/27,"FAA21819","posted"
"FAA21850",105,"C92012",4,2011/04/28,"FAA21850","posted"
"FAA21820",105,"C22912",4,2011/04/27,"FAA21820","posted"
"FAA21835",105,"C22973",4,2011/04/27,"FAA21835","posted"
"FAA21829",105,"C22912",4,2011/04/27,"FAA21829","posted"
"FAA21832",105,"C22895",4,2011/04/27,"FAA21832","posted"
"FAA21827",105,"C22912",4,2011/04/27,"FAA21827","posted"
"FAA21893",105,"C22419",4,2011/04/28,"FAA21893","posted"
"FAA21826",105,"C22912",4,2011/04/27,"FAA21826","posted"
"FAA21825",105,"C22970",4,2011/04/27,"FAA21825","posted"
"FAA21824",105,"C22912",4,2011/04/27,"FAA21824","posted"
"FAA21831",105,"C22895",4,2011/04/27,"FAA21831","posted"
"FAA21737",105,"C22901",4,2011/04/26,"FAA21737","posted"
"FAA21735",105,"C22903",4,2011/04/26,"FAA21735","posted"
"FAA23341",105,"C99001",5,2011/05/16,"FAA23341","posted"
"FAA21882",105,"C24065",4,2011/04/28,"FAA21882","posted"
"FAA22128",105,"C95003",5,2011/05/02,"FAA22128","posted"
"FAA21881",105,"C22907",4,2011/04/28,"FAA21881","posted"
"FAA21895",105,"C22901",4,2011/04/28,"FAA21895","posted"
"FAA21883",105,"C22526",4,2011/04/28,"FAA21883","posted"
"FAA21884",105,"C22583",4,2011/04/28,"FAA21884","posted"
"FAA21887",105,"C22719",4,2011/04/28,"FAA21887","posted"
"FAA21886",105,"C22719",4,2011/04/28,"FAA21886","posted"
"FAA21990",105,"C22080",4,2011/04/29,"FAA21990","posted"
"FRA01716",105,"C22912",4,2011/04/28,"FRA01716","posted"
"FAA21888",105,"C24902",4,2011/04/28,"FAA21888","posted"
"FAA21889",105,"C22912",4,2011/04/28,"FAA21889","posted"
"FAA21891",105,"C22970",4,2011/04/28,"FAA21891","posted"
"FAA21890",105,"C22719",4,2011/04/28,"FAA21890","posted"
"FAA22169",105,"C22532",5,2011/05/02,"FAA22169","posted"
"FAA21904",105,"C22005",4,2011/04/28,"FAA21904","posted"
"FAA21900",105,"C22901",4,2011/04/28,"FAA21900","posted"
"FAA22004",105,"C62049",4,2011/04/29,"FAA22004","posted"
"FAA21892",105,"C22908",4,2011/04/28,"FAA21892","posted"
"FAA21906",105,"C22908",4,2011/04/28,"FAA21906","posted"
"FAA21896",105,"C22970",4,2011/04/28,"FAA21896","posted"
"FRA01717",105,"C22970",4,2011/04/28,"FRA01717","posted"
"FAA21899",105,"C22719",4,2011/04/28,"FAA21899","posted"
"FAA21902",105,"C22005",4,2011/04/28,"FAA21902","posted"
"FAA21898",105,"C22959",4,2011/04/28,"FAA21898","posted"
"FAA21897",105,"C24017",4,2011/04/28,"FAA21897","posted"
"FAA21901",105,"C22903",4,2011/04/28,"FAA21901","posted"
"FAA21903",105,"C22374",4,2011/04/28,"FAA21903","posted"
"FAA21905",105,"C22912",4,2011/04/28,"FAA21905","posted"
"FAA21938",105,"C22954",4,2011/04/28,"FAA21938","posted"
"FAA21908",105,"C22908",4,2011/04/28,"FAA21908","posted"
"FAT11487",105,"C53901",4,2011/04/28,"FAT11487","posted"
"FAA21907",105,"C22970",4,2011/04/28,"FAA21907","posted"
"FAA21929",105,"C22907",4,2011/04/28,"FAA21929","posted"
"FAA21918",105,"C44016",4,2011/04/28,"FAA21918","posted"
"FAT11597",105,"C53901",5,2011/05/02,"FAT11597","posted"
"FAA21909",105,"C62049",4,2011/04/28,"FAA21909","posted"
"FAA21916",105,"C22970",4,2011/04/28,"FAA21916","posted"
"FAA21915",105,"C22901",4,2011/04/28,"FAA21915","posted"
"FAA21917",105,"C22970",4,2011/04/28,"FAA21917","posted"
"AAA00289",105,"C22945",4,2011/04/28,"AAA00289","posted"
"FAA21919",105,"C22959",4,2011/04/28,"FAA21919","posted"
"FAA21920",105,"C22912",4,2011/04/28,"FAA21920","posted"
"FAA21921",105,"C22902",4,2011/04/28,"FAA21921","posted"
"FAT11498",105,"C53901",4,2011/04/28,"FAT11498","posted"
"FAA21922",105,"C22912",4,2011/04/28,"FAA21922","posted"
"FAA21923",105,"C24902",4,2011/04/28,"FAA21923","posted"
"FAA21925",105,"C22007",4,2011/04/28,"FAA21925","posted"
"FAA21924",105,"C22977",4,2011/04/28,"FAA21924","posted"
"FAA21930",105,"C22987",4,2011/04/28,"FAA21930","posted"
"FAA21834",105,"C22903",4,2011/04/27,"FAA21834","posted"
"FAT11458",105,"C53901",4,2011/04/27,"FAT11458","posted"
"FAA21967",105,"C22795",4,2011/04/28,"FAA21967","posted"
"FAA22676",105,"C22896",5,2011/05/07,"FAA22676","posted"
"FAA21828",105,"C22908",4,2011/04/27,"FAA21828","posted"
"FAA21830",105,"C24902",4,2011/04/27,"FAA21830","posted"
"FRA01710",105,"C22903",4,2011/04/27,"FRA01710","posted"
"FAA21836",105,"C22482",4,2011/04/27,"FAA21836","posted"
"FAA21837",105,"C22237",4,2011/04/27,"FAA21837","posted"
"FAA21839",105,"C22901",4,2011/04/27,"FAA21839","posted"
"FAA21840",105,"C22907",4,2011/04/27,"FAA21840","posted"
"FAA21842",105,"C24043",4,2011/04/27,"FAA21842","posted"
"FAA21955",105,"C22905",4,2011/04/28,"FAA21955","posted"
"FAT11562",105,"C53308",4,2011/04/30,"FAT11562","posted"
"FAT11499",105,"C53901",4,2011/04/28,"FAT11499","posted"
"FAT11500",105,"C53003",4,2011/04/28,"FAT11500","posted"
"FAA21940",105,"C82046",4,2011/04/28,"FAA21940","posted"
"FAT11629",105,"C53296",5,2011/05/03,"FAT11629","posted"
"FAA21926",105,"C22992",4,2011/04/28,"FAA21926","posted"
"FAA22112",105,"C95003",4,2011/04/30,"FAA22112","posted"
"FAA21927",105,"C22977",4,2011/04/28,"FAA21927","posted"
"FAA21931",105,"C22987",4,2011/04/28,"FAA21931","posted"
"FAA21932",105,"C22622",4,2011/04/28,"FAA21932","posted"
"FAA21935",105,"C24902",4,2011/04/28,"FAA21935","posted"
"FAA21934",105,"C22970",4,2011/04/28,"FAA21934","posted"
"FAA21936",105,"C22970",4,2011/04/28,"FAA21936","posted"
"FAA21945",105,"C22662",4,2011/04/28,"FAA21945","posted"
"FAA21949",105,"C22389",4,2011/04/28,"FAA21949","posted"
"FAT11501",105,"C53003",4,2011/04/28,"FAT11501","posted"
"FAA21971",105,"C44008",4,2011/04/29,"FAA21971","posted"
"FAA21933",105,"C22912",4,2011/04/28,"FAA21933","posted"
"FAA21937",105,"C22646",4,2011/04/28,"FAA21937","posted"
"FAT11502",105,"C53003",4,2011/04/28,"FAT11502","posted"
"FAA21946",105,"C22662",4,2011/04/28,"FAA21946","posted"
"FAT11503",105,"C53296",4,2011/04/28,"FAT11503","posted"
"FAT11570",105,"C22564",4,2011/04/30,"FAT11570","posted"
"FAA21740",105,"C22901",4,2011/04/26,"FAA21740","posted"
"FAA21741",105,"C22907",4,2011/04/26,"FAA21741","posted"
"FAA21742",105,"C22907",4,2011/04/26,"FAA21742","posted"
"FAA21759",105,"C62064",4,2011/04/26,"FAA21759","posted"
"FAA21743",105,"C22067",4,2011/04/26,"FAA21743","posted"
"FAA21758",105,"C62064",4,2011/04/26,"FAA21758","posted"
"FAA21760",105,"C62012",4,2011/04/26,"FAA21760","posted"
"FAA21761",105,"C62012",4,2011/04/26,"FAA21761","posted"
"FAA22020",105,"C22453",4,2011/04/29,"FAA22020","posted"
"FAA22356",105,"C82050",5,2011/05/04,"FAA22356","posted"
"FAA23290",105,"C22901",5,2011/05/14,"FAA23290","posted"
"FAA23289",105,"C22901",5,2011/05/14,"FAA23289","posted"
"FAT11554",105,"C53901",4,2011/04/29,"FAT11554","posted"
"FAA22022",105,"C22912",4,2011/04/29,"FAA22022","posted"
"FAA22021",105,"C22908",4,2011/04/29,"FAA22021","posted"
"FAT11563",105,"C53901",4,2011/04/30,"FAT11563","posted"
"FAT11510",105,"C53033",4,2011/04/28,"FAT11510","posted"
"FAA21988",105,"C75015",4,2011/04/29,"FAA21988","posted"
"FAA21958",105,"C22394",4,2011/04/28,"FAA21958","posted"
"FRA01719",105,"C22007",4,2011/04/28,"FRA01719","posted"
"FAA21962",105,"C22008",4,2011/04/28,"FAA21962","posted"
"FAA21960",105,"C22903",4,2011/04/28,"FAA21960","posted"
"FAA21961",105,"C22970",4,2011/04/28,"FAA21961","posted"
"FAT11568",105,"C22564",4,2011/04/30,"FAT11568","posted"
"FAA21963",105,"C22970",4,2011/04/28,"FAA21963","posted"
"FAA21965",105,"C95003",4,2011/04/28,"FAA21965","posted"
"FAA21964",105,"C22912",4,2011/04/28,"FAA21964","posted"
"FAT11511",105,"C53901",4,2011/04/28,"FAT11511","posted"
"FAA21966",105,"C24902",4,2011/04/28,"FAA21966","posted"
"FAT11550",105,"C53901",4,2011/04/29,"FAT11550","posted"
"FAT11513",105,"C53901",4,2011/04/29,"FAT11513","posted"
"FRA01720",105,"C22903",4,2011/04/28,"FRA01720","posted"
"FAA22242",105,"C22080",5,2011/05/03,"FAA22242","posted"
"FAT11512",105,"C53128",4,2011/04/29,"FAT11512","posted"
"FAA21968",105,"C22912",4,2011/04/29,"FAA21968","posted"
"FAA21969",105,"C22912",4,2011/04/29,"FAA21969","posted"
"FAT11514",105,"C53030",4,2011/04/29,"FAT11514","posted"
"FAA21970",105,"C22151",4,2011/04/29,"FAA21970","posted"
"FAA21974",105,"C22322",4,2011/04/29,"FAA21974","posted"
"FAT11515",105,"C53024",4,2011/04/29,"FAT11515","posted"
"FAA21972",105,"C22871",4,2011/04/29,"FAA21972","posted"
"FAT11527",105,"C53196",4,2011/04/29,"FAT11527","posted"
"FAT11516",105,"C53009",4,2011/04/29,"FAT11516","posted"
"FAT11517",105,"C53056",4,2011/04/29,"FAT11517","posted"
"FAA21973",105,"C22682",4,2011/04/29,"FAA21973","posted"
"FAT11518",105,"C53301",4,2011/04/29,"FAT11518","posted"
"FAT11519",105,"C53901",4,2011/04/29,"FAT11519","posted"
"FAT11520",105,"C53031",4,2011/04/29,"FAT11520","posted"
"FAA22280",105,"C22949",5,2011/05/03,"FAA22280","posted"
"FAA21975",105,"C22653",4,2011/04/29,"FAA21975","posted"
"FAA21976",105,"C24017",4,2011/04/29,"FAA21976","posted"
"FAA21977",105,"C22907",4,2011/04/29,"FAA21977","posted"
"FAA21978",105,"C22912",4,2011/04/29,"FAA21978","posted"
"FAA21983",105,"C22907",4,2011/04/29,"FAA21983","posted"
"FAT11521",105,"C53901",4,2011/04/29,"FAT11521","posted"
"FAA21981",105,"C22907",4,2011/04/29,"FAA21981","posted"
"FAA21985",105,"C22912",4,2011/04/29,"FAA21985","posted"
"FAT11522",105,"C53908",4,2011/04/29,"FAT11522","posted"
"FAA21982",105,"C22756",4,2011/04/29,"FAA21982","posted"
"FAA21984",105,"C24082",4,2011/04/29,"FAA21984","posted"
"FAA21993",105,"C22713",4,2011/04/29,"FAA21993","posted"
"FAA21986",105,"C22322",4,2011/04/29,"FAA21986","posted"
"FRA01721",105,"C22912",4,2011/04/29,"FRA01721","posted"
"FAA21941",105,"C22912",4,2011/04/28,"FAA21941","posted"
"FAT11504",105,"C53097",4,2011/04/28,"FAT11504","posted"
"FRA01718",105,"C22977",4,2011/04/28,"FRA01718","posted"
"FAT11505",105,"C53009",4,2011/04/28,"FAT11505","posted"
"FAA21939",105,"C22977",4,2011/04/28,"FAA21939","posted"
"FAA21942",105,"C22912",4,2011/04/28,"FAA21942","posted"
"FAT11507",105,"C53901",4,2011/04/28,"FAT11507","posted"
"FAA21943",105,"C22970",4,2011/04/28,"FAA21943","posted"
"FAA21950",105,"C22711",4,2011/04/28,"FAA21950","posted"
"FAT11508",105,"C53024",4,2011/04/28,"FAT11508","posted"
"FAA21944",105,"C22970",4,2011/04/28,"FAA21944","posted"
"FAT11509",105,"C53009",4,2011/04/28,"FAT11509","posted"
"FAA21948",105,"C22711",4,2011/04/28,"FAA21948","posted"
"FAT11559",105,"C53308",4,2011/04/30,"FAT11559","posted"
"FAA21951",105,"C22901",4,2011/04/28,"FAA21951","posted"
"FAT11560",105,"C53308",4,2011/04/30,"FAT11560","posted"
"FAA21959",105,"C53281",4,2011/04/28,"FAA21959","posted"
"FAA21953",105,"C22905",4,2011/04/28,"FAA21953","posted"
"FAA21987",105,"C22902",4,2011/04/29,"FAA21987","posted"
"FAA22641",105,"C22909",5,2011/05/07,"FAA22641","posted"
"FAA21989",105,"C22697",4,2011/04/29,"FAA21989","posted"
"FAA21991",105,"C22903",4,2011/04/29,"FAA21991","posted"
"FAA21992",105,"C22907",4,2011/04/29,"FAA21992","posted"
"FAA21994",105,"C22907",4,2011/04/29,"FAA21994","posted"
"FAA21998",105,"C22903",4,2011/04/29,"FAA21998","posted"
"FAA22003",105,"C94017",4,2011/04/29,"FAA22003","posted"
"FAT11523",105,"C53015",4,2011/04/29,"FAT11523","posted"
"FAA21997",105,"C22806",4,2011/04/29,"FAA21997","posted"
"FAA23502",105,"C62049",5,2011/05/17,"FAA23502","posted"
"FAA21995",105,"C22907",4,2011/04/29,"FAA21995","posted"
"FAT11524",105,"C53301",4,2011/04/29,"FAT11524","posted"
"FAA21996",105,"C22901",4,2011/04/29,"FAA21996","posted"
"FAT11525",105,"C53301",4,2011/04/29,"FAT11525","posted"
"FAT11526",105,"C53901",4,2011/04/29,"FAT11526","posted"
"FAA22199",105,"C22275",5,2011/05/02,"FAA22199","posted"
"FAA22198",105,"C22275",5,2011/05/02,"FAA22198","posted"
"FAA22000",105,"C22659",4,2011/04/29,"FAA22000","posted"
"FAA21999",105,"C22907",4,2011/04/29,"FAA21999","posted"
"FAA22026",105,"C22716",4,2011/04/29,"FAA22026","posted"
"FAT11924",105,"C53196",5,2011/05/16,"FAT11924","posted"
"FAT11528",105,"C53901",4,2011/04/29,"FAT11528","posted"
"FAA22002",105,"C22903",4,2011/04/29,"FAA22002","posted"
"FAA22006",105,"C22267",4,2011/04/29,"FAA22006","posted"
"FAA22005",105,"C22498",4,2011/04/29,"FAA22005","posted"
"FAA22355",105,"C82050",5,2011/05/04,"FAA22355","posted"
"FAA22046",105,"C94006",4,2011/04/29,"FAA22046","posted"
"FAA22025",105,"C22657",4,2011/04/29,"FAA22025","posted"
"FAA22093",105,"C94010",4,2011/04/30,"FAA22093","posted"
"FAA22094",105,"C94010",4,2011/04/30,"FAA22094","posted"
"FAA22024",105,"C22912",4,2011/04/29,"FAA22024","posted"
"FAA22023",105,"C22697",4,2011/04/29,"FAA22023","posted"
"FAA22027",105,"C22907",4,2011/04/29,"FAA22027","posted"
"FAA22028",105,"C22912",4,2011/04/29,"FAA22028","posted"
"FAT11552",105,"C53901",4,2011/04/29,"FAT11552","posted"
"FAT11551",105,"C53020",4,2011/04/29,"FAT11551","posted"
"FAA22029",105,"C22901",4,2011/04/29,"FAA22029","posted"
"FAA22444",105,"C22646",5,2011/05/05,"FAA22444","posted"
"FAA22039",105,"C82015",4,2011/04/29,"FAA22039","posted"
"FAT11553",105,"C53901",4,2011/04/29,"FAT11553","posted"
"FAT11748",105,"C53901",5,2011/05/07,"FAT11748","posted"
"FAA22125",105,"C44005",4,2011/04/30,"FAA22125","posted"
"FRA01722",105,"C62049",4,2011/04/29,"FRA01722","posted"
"FAT11567",105,"C53308",4,2011/04/30,"FAT11567","posted"
"FAA22001",105,"C22498",4,2011/04/29,"FAA22001","posted"
"FAA21952",105,"C22903",4,2011/04/28,"FAA21952","posted"
"FAA21954",105,"C22901",4,2011/04/28,"FAA21954","posted"
"FAA21956",105,"C22907",4,2011/04/28,"FAA21956","posted"
"FAA22148",105,"C22526",5,2011/05/02,"FAA22148","posted"
"FAA22058",105,"C22903",4,2011/04/30,"FAA22058","posted"
"FAA22061",105,"C24034",4,2011/04/30,"FAA22061","posted"
"FAA22074",105,"C62067",4,2011/04/30,"FAA22074","posted"
"FAA22059",105,"C22903",4,2011/04/30,"FAA22059","posted"
"FAT11571",105,"C53031",4,2011/04/30,"FAT11571","posted"
"FAA22057",105,"C22970",4,2011/04/30,"FAA22057","posted"
"FAT11676",105,"C22564",5,2011/05/05,"FAT11676","posted"
"FAA22060",105,"C22597",4,2011/04/30,"FAA22060","posted"
"FAA22063",105,"C22970",4,2011/04/30,"FAA22063","posted"
"FAA22062",105,"C24034",4,2011/04/30,"FAA22062","posted"
"FAA22033",105,"C22902",4,2011/04/29,"FAA22033","posted"
"FAA22034",105,"C22902",4,2011/04/29,"FAA22034","posted"
"FAA22036",105,"C24902",4,2011/04/29,"FAA22036","posted"
"FAA22035",105,"C22908",4,2011/04/29,"FAA22035","posted"
"FAA22037",105,"C22388",4,2011/04/29,"FAA22037","posted"
"FAA22038",105,"C22388",4,2011/04/29,"FAA22038","posted"
"FAA22043",105,"C24033",4,2011/04/29,"FAA22043","posted"
