.id,prix1,prix2,prix3,prix4,prix5,prix6,prix7,prix8,prix9,list_price
10613,1,1,1,359.18,1,1,1,1,1,1
10613,1,1,1,1,376,1,1,1,1,1
10613,1,1,1,1,1,1,376,1,1,1
10613,1,1,1,1,1,1,1,1,394,1
10613,1,1,1,1,1,1,1,1,1,365
5586,1,1,1,1,1,1,1,363,1,1
5586,1,1,1,359.18,1,1,1,1,1,1
10614,1,1,1,1,1,1,1,363,1,1
10614,1,1,1,359.18,1,1,1,1,1,1
10614,1,1,1,1,1,1,1,1,1,365
10614,1,1,1,1,1,1,1,1,394,1
10614,1,1,1,1,376,1,1,1,1,1
10614,1,1,1,1,1,1,376,1,1,1
5587,1,1,1,1,1,1,1,363,1,1
5587,1,1,1,359.18,1,1,1,1,1,1
10615,1,1,1,1,1,1,1,363,1,1
10615,1,1,1,359.18,1,1,1,1,1,1
10615,1,1,1,1,376,1,1,1,1,1
10615,1,1,1,1,1,1,376,1,1,1
10615,1,1,1,1,1,1,1,1,394,1
10615,1,1,1,1,1,1,1,1,1,365
5588,1,1,1,1,1,1,1,363,1,1
5588,1,1,1,359.18,1,1,1,1,1,1
10616,1,1,1,1,1,1,1,363,1,1
10616,1,1,1,359.18,1,1,1,1,1,1
10616,1,1,1,1,1,1,1,1,1,365
10616,1,1,1,1,1,1,1,1,394,1
10616,1,1,1,1,376,1,1,1,1,1
10616,1,1,1,1,1,1,376,1,1,1
5589,1,1,1,1,1,1,1,363,1,1
5589,1,1,1,359.18,1,1,1,1,1,1
5590,1,1,1,1,1,1,1,729,1,1
5590,1,1,1,1,1,1,1,1,789,1
5590,1,1,1,1,753,1,1,1,1,1
5590,1,1,1,1,1,1,753,1,1,1
10617,1,1,1,1,1,1,1,1,394,1
10617,1,1,1,1,376,1,1,1,1,1
10617,1,1,1,1,1,1,376,1,1,1
10617,1,1,1,1,1,1,1,1,1,365
10617,1,1,1,1,1,1,1,363,1,1
10617,1,1,1,359.18,1,1,1,1,1,1
5591,1,1,1,1,1,1,1,363,1,1
5591,1,1,1,359.18,1,1,1,1,1,1
5592,1,1,1,1,1,1,1,363,1,1
5592,1,1,1,359.18,1,1,1,1,1,1
5592,1,1,1,1,376,1,1,1,1,1
5592,1,1,1,1,1,1,376,1,1,1
5593,1,1,1,1,1,1,1,729,1,1
5593,1,1,1,719.13,1,1,1,1,1,1
5594,1,1,1,1,1,1,1,363,1,1
10565,1,1,1,1,1,1,1,363,1,1
10565,1,1,1,359.18,1,1,1,1,1,1
10565,1,1,1,1,376,1,1,1,1,1
10565,1,1,1,1,1,1,376,1,1,1
10565,1,1,1,1,1,1,1,1,394,1
10565,1,1,1,1,1,1,1,1,1,363
5595,1,1,1,1,1,1,1,363,1,1
5595,1,1,1,359.18,1,1,1,1,1,1
5596,1,1,1,1,1,1,1,729,1,1
5596,1,1,1,719.13,1,1,1,1,1,1
5596,1,1,1,1,1,1,1,1,789,1
5596,1,1,1,1,753,1,1,1,1,1
5596,1,1,1,1,1,1,753,1,1,1
5597,1,1,1,1,753,1,1,1,1,1
5597,1,1,1,1,1,1,753,1,1,1
5597,1,1,1,1,1,1,1,1,789,1
5597,1,1,1,1,1,1,1,1,1,725
5597,1,1,1,1,1,1,1,729,1,1
5597,1,1,1,719.13,1,1,1,1,1,1
5722,1,1,1,1,1,1,1,729,1,1
5722,1,1,1,719.13,1,1,1,1,1,1
5722,1,1,1,1,1,1,1,1,1,725
5722,1,1,1,1,1,1,1,1,789,1
5722,1,1,1,1,753,1,1,1,1,1
5722,1,1,1,1,1,1,753,1,1,1
5723,1,1,1,1,753,1,1,1,1,1
5723,1,1,1,1,1,1,753,1,1,1
5723,1,1,1,1,1,1,1,1,789,1
5723,1,1,1,1,1,1,1,1,1,725
5723,1,1,1,1,1,1,1,729,1,1
5723,1,1,1,719.13,1,1,1,1,1,1
10670,1,1,1,614.17,1,1,1,1,1,1
10670,1,1,1,1,1,1,1,1,1,671
10670,1,1,1,1,1,1,1,1,711,1
10670,1,1,1,1,668,1,1,1,1,1
10670,1,1,1,1,1,1,668,1,1,1
10668,1,1,1,1,1,1,1,1,1987,1
10668,1,1,1,1,1,1,1,1,1,1951
10668,1,1,1,1716.67,1,1,1,1,1,1
10668,1,1,1,1,1897,1,1,1,1,1
10668,1,1,1,1,1,1,1897,1,1,1
10671,1,1,1,614.17,1,1,1,1,1,1
10671,1,1,1,1,1,1,1,1,1,671
10671,1,1,1,1,668,1,1,1,1,1
10671,1,1,1,1,1,1,668,1,1,1
10671,1,1,1,1,1,1,1,1,711,1
10669,1,1,1,1,1897,1,1,1,1,1
10669,1,1,1,1,1,1,1897,1,1,1
10669,1,1,1,1,1,1,1,1,1987,1
10669,1,1,1,1,1,1,1,1,1,1951
10669,1,1,1,1716.67,1,1,1,1,1,1
